Urchin_metamorphosis.csv,Block,Number,Jar,Start_time,Start_date,Type,Treated_species,Species_gen_code,Cor_type,Species_genetic_only,Species_genetic,Morpho_species,Genus,Species_code,Recorder,Date,Time_period,Time,Coralline_area,Meta_coralline,Meta_jar,Meta_undergoing,Free_swimming,Notes,Total_urchins,Swabbing
middle,G,11,G11,10:35:00 AM,2021-02-27,Untreated,no,BAT-urchinG11,Crustose Coralline,Crusticorallina painei,Crusticorallina painei,Crusticorallina sp2,Crusticorallina,Crust2,Brenton Twist,2021-03-01,48hrs,14:15,3.156,4,0,1,12,Coralline found upside down,17,
middle,K,13,K13,11:00:00 AM,2021-02-27,Untreated,no,BAT-urchinK13,Crustose Coralline,NA,,Crusticorallina sp2,Crusticorallina,Crust2,Brenton Twist,2021-02-28,24hrs,13:51,2.098,6,0,2,11,,19,
middle,K,13,K13,11:00:00 AM,2021-02-27,Untreated,no,BAT-urchinK13,Crustose Coralline,NA,,Crusticorallina sp2,Crusticorallina,Crust2,Joel Filgate-McNabb,2021-03-01,48hrs,15:48,2.098,2,2,8,5,,17,
bottom,O,6,O06,11:22:00 AM,2021-02-27,Untreated,no,BAT-urchinO06,Crustose Coralline,NA,,Crusticorallina sp2,Crusticorallina,Crust2,Nathan Duifhuis,2021-02-28,24hrs,15:01,1.429,2,5,1,8,,16,
bottom,O,6,O06,11:22:00 AM,2021-02-27,Untreated,no,BAT-urchinO06,Crustose Coralline,NA,,Crusticorallina sp2,Crusticorallina,Crust2,Stefanie Duff,2021-03-01,48hrs,17:02,1.429,2,6,3,7,,18,
top,A,14,A14,9:40:00 AM,2021-02-27,Untreated,no,BAT-urchinA14,Fleshy Red Crust,Peyssonnelia spp,,Hildenbrandia ,Hildenbrandia ,Hild,Joel Filgate-McNabb,2021-02-28,24hrs,10:19,3.508,2,0,0,14,,16,
top,A,14,A14,9:40:00 AM,2021-02-27,Untreated,no,BAT-urchinA14,Fleshy Red Crust,Peyssonnelia spp,,Hildenbrandia ,Hildenbrandia ,Hild,Tereno Johson,2021-03-01,48hrs,10:02,3.508,0,2,2,14,,18,
top,C,6,C06,10:08:00 AM,2021-02-27,Untreated,no,BAT-urchinC06,Fleshy Red Crust,Hildenbrandia spp,,Hildenbrandia ,Hildenbrandia ,Hild,Nathan Duifhuis,2021-02-28,24hrs,10:52,2.75,5,2,2,8,,17,
top,C,6,C06,10:08:00 AM,2021-02-27,Untreated,no,BAT-urchinC06,Fleshy Red Crust,Hildenbrandia spp,,Hildenbrandia ,Hildenbrandia ,Hild,Stefanie Duff,2021-03-01,48hrs,10:41,2.75,2,2,0,9,,13,
top,E,5,E05,10:22:00 AM,2021-02-27,Untreated,no,BAT-urchinE05,Fleshy Red Crust,Hildenbrandia spp,,Hildenbrandia ,Hildenbrandia ,Hild,Nathan Duifhuis,2021-02-28,24hrs,11:29,3.132,3,5,6,0,,14,
top,E,5,E05,10:22:00 AM,2021-02-27,Untreated,no,BAT-urchinE05,Fleshy Red Crust,Hildenbrandia spp,,Hildenbrandia ,Hildenbrandia ,Hild,Brenton Twist,2021-03-01,48hrs,12:12,3.132,1,11,0,1,Can't find anymore,13,
middle,G,10,G10,10:35:00 AM,2021-02-27,Untreated,no,BAT-urchinG10,Fleshy Red Crust,Hildenbrandia spp,,Hildenbrandia ,Hildenbrandia ,Hild,Joel Filgate-McNabb,2021-02-28,24hrs,12:39,4.147,2,7,2,2,BT rechecked and found 2 on algae -added,13,
middle,G,10,G10,10:35:00 AM,2021-02-27,Untreated,no,BAT-urchinG10,Fleshy Red Crust,Hildenbrandia spp,,Hildenbrandia ,Hildenbrandia ,Hild,Will Gartrell,2021-03-01,48hrs,14:13,4.147,4,10,3,1,,18,
middle,I,9,I09,10:49:00 AM,2021-02-27,Untreated,no,BAT-urchinI09,Fleshy Red Crust,NA,,Hildenbrandia ,Hildenbrandia ,Hild,Danielle Lacasse,2021-02-28,24hrs,13:14,3.513,1,2,7,11,Consider removing- Looks like a mix of species,21,
middle,I,9,I09,10:49:00 AM,2021-02-27,Untreated,no,BAT-urchinI09,Fleshy Red Crust,NA,,Hildenbrandia ,Hildenbrandia ,Hild,Stefanie Duff,2021-03-01,48hrs,14:58,3.513,1,2,3,11,Consider removing- Looks like a mix of species,17,
middle,K,11,K11,11:00:00 AM,2021-02-27,Untreated,no,BAT-urchinK11,Fleshy Red Crust,Hildenbrandia spp,,Hildenbrandia ,Hildenbrandia ,Hild,Joel Filgate-McNabb,2021-02-28,24hrs,13:47,1.764,0,0,2,16,,18,
middle,K,11,K11,11:00:00 AM,2021-02-27,Untreated,no,BAT-urchinK11,Fleshy Red Crust,Hildenbrandia spp,,Hildenbrandia ,Hildenbrandia ,Hild,Tereno Johson,2021-03-01,48hrs,15:49,1.764,2,2,0,13,,17,
bottom,M,13,M13,11:11:00 AM,2021-02-27,Untreated,no,BAT-urchinM13,Fleshy Red Crust,Hildenbrandia spp,,Hildenbrandia ,Hildenbrandia ,Hild,Tereno Johson,2021-02-28,24hrs,14:29,3.109,1,3,1,10,Looks like a different species of hild 1/2,15,
bottom,M,13,M13,11:11:00 AM,2021-02-27,Untreated,no,BAT-urchinM13,Fleshy Red Crust,Hildenbrandia spp,,Hildenbrandia ,Hildenbrandia ,Hild,Brenton Twist,2021-03-01,48hrs,16:28,3.109,1,0,1,10,Looks like a different species of hild 1/3,12,
bottom,O,5,O05,11:22:00 AM,2021-02-27,Untreated,no,BAT-urchinO05,Fleshy Red Crust,Hildenbrandia spp,,Hildenbrandia ,Hildenbrandia ,Hild,Brenton Twist,2021-02-28,24hrs,14:55,3.334,0,13,4,1,,18,
bottom,O,5,O05,11:22:00 AM,2021-02-27,Untreated,no,BAT-urchinO05,Fleshy Red Crust,Hildenbrandia spp,,Hildenbrandia ,Hildenbrandia ,Hild,Brenton Twist,2021-03-01,48hrs,16:55,3.334,0,13,4,0,,17,
top,C,2,C02,10:08:00 AM,2021-02-27,Untreated,yes,BAT-urchinC02,Crustose Coralline,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,Lithophyllum sp1,Lithophyllum ,Lithoph1,Brenton Twist,2021-02-28,24hrs,10:45,3.025,0,0,2,16,,18,
top,C,2,C02,10:08:00 AM,2021-02-27,Untreated,yes,BAT-urchinC02,Crustose Coralline,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,Lithophyllum sp1,Lithophyllum ,Lithoph1,Brenton Twist,2021-03-01,48hrs,10:33,3.025,0,0,0,17,,17,
middle,I,11,I11,10:49:00 AM,2021-02-27,Untreated,yes,BAT-urchinI11,Crustose Coralline,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,Lithophyllum sp1,Lithophyllum ,Lithoph1,Brenton Twist,2021-02-28,24hrs,13:15,3.061,3,2,3,10,,18,
middle,I,11,I11,10:49:00 AM,2021-02-27,Untreated,yes,BAT-urchinI11,Crustose Coralline,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,Lithophyllum sp1,Lithophyllum ,Lithoph1,Tereno Johson,2021-03-01,48hrs,15:02,3.061,3,2,2,13,,20,
bottom,O,11,O11,11:22:00 AM,2021-02-27,Untreated,yes,BAT-urchinO11,Crustose Coralline,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,Lithophyllum sp1,Lithophyllum ,Lithoph1,Nathan Duifhuis,2021-02-28,24hrs,15:11,2.083,6,0,3,10,,19,
bottom,O,11,O11,11:22:00 AM,2021-02-27,Untreated,yes,BAT-urchinO11,Crustose Coralline,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,Lithophyllum sp1,Lithophyllum ,Lithoph1,Stefanie Duff,2021-03-01,48hrs,17:11,2.083,5,2,4,5,,16,
top,A,6,A06,9:40:00 AM,2021-02-27,Untreated,yes,BAT-urchinA06,Crustose Coralline,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,Lithophyllum sp1,Lithophyllum ,Lithoph1,Brenton Twist,2021-02-28,24hrs,9:53,1.172,0,3,4,10,,17,
top,A,6,A06,9:40:00 AM,2021-02-27,Untreated,yes,BAT-urchinA06,Crustose Coralline,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,Lithophyllum sp1,Lithophyllum ,Lithoph1,Tereno Johson,2021-03-01,48hrs,9:29,1.172,1,2,2,13,,18,
top,E,11,E11,10:22:00 AM,2021-02-27,Untreated,yes,BAT-urchinE11,Crustose Coralline,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,Lithophyllum sp1,Lithophyllum ,Lithoph1,Joel Filgate-McNabb,2021-02-28,24hrs,11:39,2.727,0,2,0,15,1 cat1 on algae,17,
top,E,11,E11,10:22:00 AM,2021-02-27,Untreated,yes,BAT-urchinE11,Crustose Coralline,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,Lithophyllum sp1,Lithophyllum ,Lithoph1,Jessica Driver,2021-03-01,48hrs,12:47,2.727,0,2,5,13,,20,
middle,G,5,G05,10:35:00 AM,2021-02-27,Untreated,yes,BAT-urchinG05,Crustose Coralline,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,Lithophyllum sp1,Lithophyllum ,Lithoph1,Tereno Johson,2021-02-28,24hrs,12:07,2.8,1,1,1,17,,20,
middle,G,5,G05,10:35:00 AM,2021-02-27,Untreated,yes,BAT-urchinG05,Crustose Coralline,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,Lithophyllum sp1,Lithophyllum ,Lithoph1,Joel Filgate-McNabb,2021-03-01,48hrs,13:52,2.8,1,1,1,16,1 cat1 on algae,19,
middle,K,9,K09,11:00:00 AM,2021-02-27,Untreated,yes,BAT-urchinK09,Crustose Coralline,Lithophyllum Corsp27BC,,Lithophyllum sp1,Lithophyllum ,Lithoph1,Nathan Duifhuis,2021-02-28,24hrs,13:46,2.726,0,0,0,17,,17,
middle,K,9,K09,11:00:00 AM,2021-02-27,Untreated,yes,BAT-urchinK09,Crustose Coralline,Lithophyllum Corsp27BC,,Lithophyllum sp1,Lithophyllum ,Lithoph1,Tereno Johson,2021-03-01,48hrs,15:43,2.726,1,3,3,12,,19,
bottom,M,4,M04,11:11:00 AM,2021-02-27,Untreated,yes,BAT-urchinM04,Crustose Coralline,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,Lithophyllum sp1,Lithophyllum ,Lithoph1,Nathan Duifhuis,2021-02-28,24hrs,14:10,2.102,0,3,3,11,,17,
bottom,M,4,M04,11:11:00 AM,2021-02-27,Untreated,yes,BAT-urchinM04,Crustose Coralline,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,Lithophyllum sp1,Lithophyllum ,Lithoph1,Stefanie Duff,2021-03-01,48hrs,16:12,2.102,0,3,3,7,,13,
middle,K,2,K02,11:00:00 AM,2021-02-27,Untreated,yes,BAT-urchinK02,Crustose Coralline,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,Lithophyllum sp2,Lithophyllum ,Lithoph2,Tereno Johson,2021-02-28,24hrs,13:35,3.426,5,1,6,8,,20,
middle,K,2,K02,11:00:00 AM,2021-02-27,Untreated,yes,BAT-urchinK02,Crustose Coralline,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,Lithophyllum sp2,Lithophyllum ,Lithoph2,Brenton Twist,2021-03-01,48hrs,15:27,3.426,4,1,1,13,,19,
bottom,M,9,M09,11:11:00 AM,2021-02-27,Untreated,yes,BAT-urchinM09,Crustose Coralline,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,Lithophyllum sp2,Lithophyllum ,Lithoph2,Danielle Lacasse,2021-02-28,24hrs,14:22,2.86,0,2,1,15,,18,
bottom,M,9,M09,11:11:00 AM,2021-02-27,Untreated,yes,BAT-urchinM09,Crustose Coralline,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,Lithophyllum sp2,Lithophyllum ,Lithoph2,Brenton Twist,2021-03-01,48hrs,16:23,2.86,1,1,0,15,,17,
bottom,O,8,O08,11:22:00 AM,2021-02-27,Untreated,yes,BAT-urchinO08,Crustose Coralline,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,Lithophyllum sp2,Lithophyllum ,Lithoph2,Tereno Johson,2021-02-28,24hrs,15:01,3.209,5,3,0,12,,20,
bottom,O,8,O08,11:22:00 AM,2021-02-27,Untreated,yes,BAT-urchinO08,Crustose Coralline,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,Lithophyllum sp2,Lithophyllum ,Lithoph2,Brenton Twist,2021-03-01,48hrs,17:01,3.209,4,1,2,11,,18,
top,A,8,A08,9:40:00 AM,2021-02-27,Untreated,yes,BAT-urchinA08,Crustose Coralline,Lithophyllum sp4,Lithophyllum sp4,Lithophyllum sp2,Lithophyllum ,Lithoph2,Brenton Twist,2021-02-28,24hrs,10:08,3.348,0,0,2,12,,14,
top,A,8,A08,9:40:00 AM,2021-02-27,Untreated,yes,BAT-urchinA08,Crustose Coralline,Lithophyllum sp4,Lithophyllum sp4,Lithophyllum sp2,Lithophyllum ,Lithoph2,Brenton Twist,2021-03-01,48hrs,9:38,3.348,0,0,2,12,Wasn't recordeed after 24hrs!! Use this one as 24 hours. Half recored by stefanie - 2 in stage 3. Can't find anymore,14,
top,C,13,C13,10:08:00 AM,2021-02-27,Untreated,yes,BAT-urchinC13,Crustose Coralline,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,Lithophyllum sp2,Lithophyllum ,Lithoph2,Joel Filgate-McNabb,2021-02-28,24hrs,11:08,2.882,2,0,0,15,,17,
top,C,13,C13,10:08:00 AM,2021-02-27,Untreated,yes,BAT-urchinC13,Crustose Coralline,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,Lithophyllum sp2,Lithophyllum ,Lithoph2,Brenton Twist,2021-03-01,48hrs,11:04,2.882,1,2,2,14,,19,
top,E,6,E06,10:22:00 AM,2021-02-27,Untreated,yes,BAT-urchinE06,Crustose Coralline,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,Lithophyllum sp2,Lithophyllum ,Lithoph2,Brenton Twist,2021-02-28,24hrs,11:31,2.555,2,1,1,13,,17,
top,E,6,E06,10:22:00 AM,2021-02-27,Untreated,yes,BAT-urchinE06,Crustose Coralline,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,Lithophyllum sp2,Lithophyllum ,Lithoph2,Jessica Driver,2021-03-01,48hrs,12:15,2.555,2,1,1,16,,20,
middle,G,6,G06,10:35:00 AM,2021-02-27,Untreated,yes,BAT-urchinG06,Crustose Coralline,Lithophyllum sp4,Lithophyllum sp4,Lithophyllum sp2,Lithophyllum ,Lithoph2,Joel Filgate-McNabb,2021-02-28,24hrs,12:07,3.551,0,2,1,15,1 cat1 on algae,18,
middle,G,6,G06,10:35:00 AM,2021-02-27,Untreated,yes,BAT-urchinG06,Crustose Coralline,Lithophyllum sp4,Lithophyllum sp4,Lithophyllum sp2,Lithophyllum ,Lithoph2,Joel Filgate-McNabb,2021-03-01,48hrs,13:59,3.551,1,0,2,15,1 cat1 on algae,18,
middle,I,13,I13,10:49:00 AM,2021-02-27,Untreated,yes,BAT-urchinI13,Crustose Coralline,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,Lithophyllum sp2,Lithophyllum ,Lithoph2,Nathan Duifhuis,2021-02-28,24hrs,13:01,4.057,1,2,0,10,,13,
middle,I,13,I13,10:49:00 AM,2021-02-27,Untreated,yes,BAT-urchinI13,Crustose Coralline,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,Lithophyllum sp2,Lithophyllum ,Lithoph2,Stefanie Duff,2021-03-01,48hrs,15:04,4.057,1,2,2,7,,12,
bottom,O,7,O07,11:22:00 AM,2021-02-27,Untreated,yes,BAT-urchinO07,Crustose Coralline,Lithothamnion glaciale,,Lithothamnion sp1,Lithothamnion,Lithoth,Brenton Twist,2021-02-28,24hrs,15:01,2.314,3,0,0,11,,14,
bottom,O,7,O07,11:22:00 AM,2021-02-27,Untreated,yes,BAT-urchinO07,Crustose Coralline,Lithothamnion glaciale,,Lithothamnion sp1,Lithothamnion,Lithoth,Tereno Johson,2021-03-01,48hrs,17:02,2.314,3,0,4,13,,20,
top,A,12,A12,9:40:00 AM,2021-02-27,Untreated,yes,BAT-urchinA12,Crustose Coralline,Lithothamnion glaciale,Lithothamnion glaciale,Lithothamnion sp1,Lithothamnion,Lithoth,Joel Filgate-McNabb,2021-02-28,24hrs,10:07,2.453,5,0,3,7,"2 cat1 on algae, 1 cat3 on algae",15,
top,A,12,A12,9:40:00 AM,2021-02-27,Untreated,yes,BAT-urchinA12,Crustose Coralline,Lithothamnion glaciale,Lithothamnion glaciale,Lithothamnion sp1,Lithothamnion,Lithoth,Tereno Johson,2021-03-01,48hrs,9:56,2.453,3,4,1,11,,19,
top,C,1,C01,10:08:00 AM,2021-02-27,Untreated,yes,BAT-urchinC01,Crustose Coralline,Lithothamnion glaciale,Lithothamnion glaciale,Lithothamnion sp1,Lithothamnion,Lithoth,Tereno Johson,2021-02-28,24hrs,10:02,3.521,3,3,1,11,,18,
top,C,1,C01,10:08:00 AM,2021-02-27,Untreated,yes,BAT-urchinC01,Crustose Coralline,Lithothamnion glaciale,Lithothamnion glaciale,Lithothamnion sp1,Lithothamnion,Lithoth,Tereno Johson,2021-03-01,48hrs,10:26,3.521,2,4,1,11,,18,
bottom,M,3,M03,11:11:00 AM,2021-02-27,Untreated,yes,BAT-urchinM03,Crustose Coralline,Lithothamnion glaciale,Lithothamnion glaciale,Lithothamnion sp1,Lithothamnion,Lithoth,Tereno Johson,2021-02-28,24hrs,14:07,1.75,1,1,4,12,,18,
bottom,M,3,M03,11:11:00 AM,2021-02-27,Untreated,yes,BAT-urchinM03,Crustose Coralline,Lithothamnion glaciale,Lithothamnion glaciale,Lithothamnion sp1,Lithothamnion,Lithoth,Tereno Johson,2021-03-01,48hrs,16:13,1.75,2,1,6,11,,20,
top,E,13,E13,10:22:00 AM,2021-02-27,Untreated,yes,BAT-urchinE13,Crustose Coralline,Lithothamnion glaciale,Lithothamnion glaciale,Lithothamnion sp1,Lithothamnion,Lithoth,Tereno Johson,2021-02-28,24hrs,11:45,3.16,3,1,4,12,,20,
top,E,13,E13,10:22:00 AM,2021-02-27,Untreated,yes,BAT-urchinE13,Crustose Coralline,Lithothamnion glaciale,Lithothamnion glaciale,Lithothamnion sp1,Lithothamnion,Lithoth,Jessica Driver,2021-03-01,48hrs,12:57,3.16,3,1,6,10,3 Moralities in stage 1-2 - BT Not sure if mortalities ,20,
middle,G,8,G08,10:35:00 AM,2021-02-27,Untreated,yes,BAT-urchinG08,Crustose Coralline,Lithothamnion glaciale,,Lithothamnion sp1,Lithothamnion,Lithoth,Joel Filgate-McNabb,2021-02-28,24hrs,12:13,3.302,3,2,0,15,,20,
middle,G,8,G08,10:35:00 AM,2021-02-27,Untreated,yes,BAT-urchinG08,Crustose Coralline,Lithothamnion glaciale,,Lithothamnion sp1,Lithothamnion,Lithoth,Joel Filgate-McNabb,2021-03-01,48hrs,14:04,3.302,3,1,4,15,1 cat1 on algae,23,
middle,I,12,I12,10:49:00 AM,2021-02-27,Untreated,yes,BAT-urchinI12,Crustose Coralline,Lithothamnion glaciale,,Lithothamnion sp1,Lithothamnion,Lithoth,Joel Filgate-McNabb,2021-02-28,24hrs,13:17,2.35,2,1,0,12,,15,
middle,I,12,I12,10:49:00 AM,2021-02-27,Untreated,yes,BAT-urchinI12,Crustose Coralline,Lithothamnion glaciale,,Lithothamnion sp1,Lithothamnion,Lithoth,Joel Filgate-McNabb,2021-03-01,48hrs,15:02,2.35,2,3,5,9,,19,
middle,K,3,K03,11:00:00 AM,2021-02-27,Untreated,yes,BAT-urchinK03,Crustose Coralline,Lithothamnion glaciale,,Lithothamnion sp1,Lithothamnion,Lithoth,Joel Filgate-McNabb,2021-02-28,24hrs,13:37,2.059,2,1,0,15,1 cat1 on algae,18,
middle,K,3,K03,11:00:00 AM,2021-02-27,Untreated,yes,BAT-urchinK03,Crustose Coralline,Lithothamnion glaciale,,Lithothamnion sp1,Lithothamnion,Lithoth,Tereno Johson,2021-03-01,48hrs,15:30,2.059,3,2,0,14,,19,
top,E,1,E01,10:22:00 AM,2021-02-27,Untreated,yes,BAT-urchinE01,Crustose Coralline,Lithothamnion glaciale,Lithothamnion glaciale,Lumpy/Warty Lithothamnion like sp2,Lithothamnion,Lumpy-Lithoth,Nathan Duifhuis,2021-02-28,24hrs,11:20,1.973,0,0,2,16,,18,
top,E,1,E01,10:22:00 AM,2021-02-27,Untreated,yes,BAT-urchinE01,Crustose Coralline,Lithothamnion glaciale,Lithothamnion glaciale,Lumpy/Warty Lithothamnion like sp2,Lithothamnion,Lumpy-Lithoth,Brenton Twist,2021-03-01,48hrs,11:58,1.973,0,1,0,16,,17,
middle,G,12,G12,10:35:00 AM,2021-02-27,Untreated,yes,BAT-urchinG12,Crustose Coralline,Lithothamnion glaciale,Lithothamnion glaciale,Lumpy/Warty Lithothamnion like sp2,Lithothamnion,Lumpy-Lithoth,Nathan Duifhuis,2021-02-28,24hrs,12:40,3.837,5,1,0,10,,16,
middle,G,12,G12,10:35:00 AM,2021-02-27,Untreated,yes,BAT-urchinG12,Crustose Coralline,Lithothamnion glaciale,Lithothamnion glaciale,Lumpy/Warty Lithothamnion like sp2,Lithothamnion,Lumpy-Lithoth,Stefanie Duff,2021-03-01,48hrs,14:20,3.837,3,5,1,11,,20,
bottom,M,1,M01,11:11:00 AM,2021-02-27,Untreated,yes,BAT-urchinM01,Crustose Coralline,Lithothamnion glaciale,Lithothamnion glaciale,Lumpy/Warty Lithothamnion like sp2,Lithothamnion,Lumpy-Lithoth,Brenton Twist,2021-02-28,24hrs,14:04,1.989,2,6,0,7,,15,
bottom,M,1,M01,11:11:00 AM,2021-02-27,Untreated,yes,BAT-urchinM01,Crustose Coralline,Lithothamnion glaciale,Lithothamnion glaciale,Lumpy/Warty Lithothamnion like sp2,Lithothamnion,Lumpy-Lithoth,Tereno Johson,2021-03-01,48hrs,16:09,1.989,3,5,0,12,,20,
bottom,O,9,O09,11:22:00 AM,2021-02-27,Untreated,yes,BAT-urchinO09,Crustose Coralline,Lithothamnion phymatodeum,Lithothamnion phymatodeum,Lumpy/Warty Lithothamnion like sp2,Lithothamnion,Lumpy-Lithoth,Tereno Johson,2021-02-28,24hrs,15:08,2.919,2,3,1,13,,19,
bottom,O,9,O09,11:22:00 AM,2021-02-27,Untreated,yes,BAT-urchinO09,Crustose Coralline,Lithothamnion phymatodeum,Lithothamnion phymatodeum,Lumpy/Warty Lithothamnion like sp2,Lithothamnion,Lumpy-Lithoth,Joel Filgate-McNabb,2021-03-01,48hrs,17:05,2.919,1,3,15,1,,20,
top,A,1,A01,9:40:00 AM,2021-02-27,Untreated,yes,BAT-urchinA01,Crustose Coralline,NA,,Lumpy/Warty Lithothamnion like sp2,Lithothamnion,Lumpy-Lithoth,Tereno Johson,2021-02-28,24hrs,9:41,3.388,2,4,2,11,,19,
top,A,1,A01,9:40:00 AM,2021-02-27,Untreated,yes,BAT-urchinA01,Crustose Coralline,NA,,Lumpy/Warty Lithothamnion like sp2,Lithothamnion,Lumpy-Lithoth,Brenton Twist,2021-03-01,48hrs,9:14,3.388,1,0,3,11,,15,
top,C,8,C08,10:08:00 AM,2021-02-27,Untreated,yes,BAT-urchinC08,Crustose Coralline,NA,,Lumpy/Warty Lithothamnion like sp2,Lithothamnion,Lumpy-Lithoth,Joel Filgate-McNabb,2021-02-28,24hrs,10:55,4.896,4,0,1,17,1 cat 1 on algae,22,
top,C,8,C08,10:08:00 AM,2021-02-27,Untreated,yes,BAT-urchinC08,Crustose Coralline,NA,,Lumpy/Warty Lithothamnion like sp2,Lithothamnion,Lumpy-Lithoth,Tereno Johson,2021-03-01,48hrs,10:45,4.896,7,0,2,10,,19,
middle,I,8,I08,10:49:00 AM,2021-02-27,Untreated,yes,BAT-urchinI08,Crustose Coralline,NA,,Lumpy/Warty Lithothamnion like sp2,Lithothamnion,Lumpy-Lithoth,Joel Filgate-McNabb,2021-02-28,24hrs,13:13,2.812,4,1,0,14,1 cat1 on algae,19,
middle,I,8,I08,10:49:00 AM,2021-02-27,Untreated,yes,BAT-urchinI08,Crustose Coralline,NA,,Lumpy/Warty Lithothamnion like sp2,Lithothamnion,Lumpy-Lithoth,Joel Filgate-McNabb,2021-03-01,48hrs,14:55,2.812,7,1,8,5,,21,
middle,K,7,K07,11:00:00 AM,2021-02-27,Untreated,yes,BAT-urchinK07,Crustose Coralline,Lithothamnion glaciale,Lithothamnion glaciale,Lumpy/Warty Lithothamnion like sp2,Lithothamnion,Lumpy-Lithoth,Brenton Twist,2021-03-01,48hrs,15:37,2.646,3,3,0,8,,14,
middle,K,7,K07,11:00:00 AM,2021-02-27,Untreated,yes,BAT-urchinK07,Crustose Coralline,Lithothamnion glaciale,Lithothamnion glaciale,Lumpy/Warty Lithothamnion like sp2,Lithothamnion,Lumpy-Lithoth,Tereno Johson,2021-02-28,24hrs,13:42,2.646,3,3,3,9,,18,
top,E,4,E04,10:22:00 AM,2021-02-27,Untreated,no,BAT-urchinE04,Rhodolith Coralline,Lithothamnion sp Rhodolith,Lithothamnion sp1,Rhodolith sp1 ,Lithothamnion,Rhodo,Joel Filgate-McNabb,2021-02-28,24hrs,11:28,2.49,4,2,0,7,1 cat1 on algae,13,
top,E,4,E04,10:22:00 AM,2021-02-27,Untreated,no,BAT-urchinE04,Rhodolith Coralline,Lithothamnion sp Rhodolith,Lithothamnion sp1,Rhodolith sp1 ,Lithothamnion,Rhodo,Jessica Driver,2021-03-01,48hrs,12:04,2.49,6,2,3,6,1 cat 2 on coralline,17,
