Urchin_metamorphosis.csv,Block,Number,Jar,Start_time,Start_date,Type,Treated_species,Species_gen_code,Cor_type,Species_genetic_only,Species_genetic,Morpho_species,Genus,Species_code,Recorder,Date,Time_period,Time,Coralline_area,Meta_coralline,Meta_jar,Meta_undergoing,Free_swimming,Notes,Total_urchins,Swabbing
top,A,11,A11,9:40:00 AM,2021-02-27,Untreated,no,BAT-urchinA11,Rhodolith Coralline,Lithothamnion sp Rhodolith,,Rhodolith sp1 ,Lithothamnion,Rhodo,Danielle Lacasse,2021-02-28,24hrs,10:01,2.124,3,0,6,9,Spilled some media - next count may be low,18,
top,A,11,A11,9:40:00 AM,2021-02-27,Untreated,no,BAT-urchinA11,Rhodolith Coralline,Lithothamnion sp Rhodolith,,Rhodolith sp1 ,Lithothamnion,Rhodo,Tereno Johson,2021-03-01,48hrs,9:47,2.124,4,4,2,7,,17,
top,C,9,C09,10:08:00 AM,2021-02-27,Untreated,no,BAT-urchinC09,Rhodolith Coralline,Lithothamnion sp Rhodolith,,Rhodolith sp1 ,Lithothamnion,Rhodo,Danielle Lacasse,2021-02-28,24hrs,10:59,3.101,1,1,2,12,,16,
top,C,9,C09,10:08:00 AM,2021-02-27,Untreated,no,BAT-urchinC09,Rhodolith Coralline,Lithothamnion sp Rhodolith,,Rhodolith sp1 ,Lithothamnion,Rhodo,Brenton Twist,2021-03-01,48hrs,10:46,3.101,1,0,0,15,,16,
middle,G,3,G03,10:35:00 AM,2021-02-27,Untreated,no,BAT-urchinG03,Rhodolith Coralline,Lithothamnion sp Rhodolith,,Rhodolith sp1 ,Lithothamnion,Rhodo,Danielle Lacasse,2021-02-28,24hrs,12:03,2.311,4,3,3,7,,17,
middle,G,3,G03,10:35:00 AM,2021-02-27,Untreated,no,BAT-urchinG03,Rhodolith Coralline,Lithothamnion sp Rhodolith,,Rhodolith sp1 ,Lithothamnion,Rhodo,Joel Filgate-McNabb,2021-03-01,48hrs,13:44,2.311,4,3,1,8,,16,
middle,I,3,I03,10:49:00 AM,2021-02-27,Untreated,no,BAT-urchinI03,Rhodolith Coralline,Lithothamnion sp Rhodolith,,Rhodolith sp1 ,Lithothamnion,Rhodo,Joel Filgate-McNabb,2021-02-28,24hrs,13:04,1.962,1,0,0,13,,14,
middle,I,3,I03,10:49:00 AM,2021-02-27,Untreated,no,BAT-urchinI03,Rhodolith Coralline,Lithothamnion sp Rhodolith,,Rhodolith sp1 ,Lithothamnion,Rhodo,Brenton Twist,2021-03-01,48hrs,14:45,1.962,1,1,1,11,,14,
middle,K,10,K10,11:00:00 AM,2021-02-27,Untreated,no,BAT-urchinK10,Rhodolith Coralline,Lithothamnion sp Rhodolith,,Rhodolith sp1 ,Lithothamnion,Rhodo,Brenton Twist,2021-02-28,24hrs,13:45,2.442,2,0,1,17,,20,
middle,K,10,K10,11:00:00 AM,2021-02-27,Untreated,no,BAT-urchinK10,Rhodolith Coralline,Lithothamnion sp Rhodolith,,Rhodolith sp1 ,Lithothamnion,Rhodo,Brenton Twist,2021-03-01,48hrs,15:46,2.442,1,0,1,18,,20,
bottom,M,5,M05,11:11:00 AM,2021-02-27,Untreated,no,BAT-urchinM05,Rhodolith Coralline,Lithothamnion sp Rhodolith,,Rhodolith sp1 ,Lithothamnion,Rhodo,Tereno Johson,2021-02-28,24hrs,14:15,2.11,4,1,2,13,,20,
bottom,M,5,M05,11:11:00 AM,2021-02-27,Untreated,no,BAT-urchinM05,Rhodolith Coralline,Lithothamnion sp Rhodolith,,Rhodolith sp1 ,Lithothamnion,Rhodo,Joel Filgate-McNabb,2021-03-01,48hrs,16:15,2.11,4,1,5,7,,17,
bottom,O,13,O13,11:22:00 AM,2021-02-27,Untreated,no,BAT-urchinO13,Rhodolith Coralline,Lithothamnion sp Rhodolith,,Rhodolith sp1 ,Lithothamnion,Rhodo,Brenton Twist,2021-02-28,24hrs,15:14,1.603,1,1,1,10,,13,
bottom,O,13,O13,11:22:00 AM,2021-02-27,Untreated,no,BAT-urchinO13,Rhodolith Coralline,Lithothamnion sp Rhodolith,,Rhodolith sp1 ,Lithothamnion,Rhodo,Joel Filgate-McNabb,2021-03-01,48hrs,17:11,1.603,2,1,9,2,,14,
top,A,13,A13,9:40:00 AM,2021-02-27,Untreated,no,BAT-urchinA13,Crustose Coralline,Corsp23BCcrust,Corsp23BCcrust,UKN 1 Fruiticose crust ,UNK,UKN1,Nathan Duifhuis,2021-02-28,24hrs,10:15,3.365,5,3,1,7,One of the metamorphosed on jar appears to have fallen off coralline,16,
top,A,13,A13,9:40:00 AM,2021-02-27,Untreated,no,BAT-urchinA13,Crustose Coralline,Corsp23BCcrust,Corsp23BCcrust,UKN 1 Fruiticose crust ,UNK,UKN1,Brenton Twist,2021-03-01,48hrs,9:58,3.365,3,4,3,7,,17,
middle,G,4,G04,10:35:00 AM,2021-02-27,Untreated,no,BAT-urchinG04,Crustose Coralline,Corsp23BCcrust,Corsp23BCcrust,UKN 1 Fruiticose crust ,UNK,UKN1,Nathan Duifhuis,2021-02-28,24hrs,12:07,2.541,2,0,1,13,,16,
middle,G,4,G04,10:35:00 AM,2021-02-27,Untreated,no,BAT-urchinG04,Crustose Coralline,Corsp23BCcrust,Corsp23BCcrust,UKN 1 Fruiticose crust ,UNK,UKN1,Will Gartrell,2021-03-01,48hrs,13:46,2.541,3,0,1,14,,18,
middle,I,5,I05,10:49:00 AM,2021-02-27,Untreated,no,BAT-urchinI05,Crustose Coralline,Corsp23BCcrust,Corsp23BCcrust,UKN 1 Fruiticose crust ,UNK,UKN1,Tereno Johson,2021-02-28,24hrs,13:08,2.183,6,3,2,8,,19,
middle,I,5,I05,10:49:00 AM,2021-02-27,Untreated,no,BAT-urchinI05,Crustose Coralline,Corsp23BCcrust,Corsp23BCcrust,UKN 1 Fruiticose crust ,UNK,UKN1,Tereno Johson,2021-03-01,48hrs,14:53,2.183,3,3,1,11,,18,
bottom,O,2,O02,11:22:00 AM,2021-02-27,Untreated,no,BAT-urchinO02,Crustose Coralline,Corsp23BCcrust,Corsp23BCcrust,UKN 1 Fruiticose crust ,UNK,UKN1,Tereno Johson,2021-02-28,24hrs,14:52,3.109,0,2,2,14,,18,
bottom,O,2,O02,11:22:00 AM,2021-02-27,Untreated,no,BAT-urchinO02,Crustose Coralline,Corsp23BCcrust,Corsp23BCcrust,UKN 1 Fruiticose crust ,UNK,UKN1,Stefanie Duff,2021-03-01,48hrs,17:37,3.109,7,0,5,0,Didn't have mark so recounted,12,
top,E,14,E14,10:22:00 AM,2021-02-27,Untreated,no,BAT-urchinE14,Crustose Coralline,Corsp23BCcrust,,UKN 1 Fruiticose crust ,UNK,UKN1,Joel Filgate-McNabb,2021-02-28,24hrs,11:47,2.535,3,1,1,9,,14,
top,E,14,E14,10:22:00 AM,2021-02-27,Untreated,no,BAT-urchinE14,Crustose Coralline,Corsp23BCcrust,,UKN 1 Fruiticose crust ,UNK,UKN1,Jessica Driver,2021-03-01,48hrs,13:03,2.535,4,2,3,4,"Several Mortalities, Unidentifiable",13,
bottom,M,2,M02,11:11:00 AM,2021-02-27,Untreated,no,BAT-urchinM02,Crustose Coralline,Corsp23BCcrust,,UKN 1 Fruiticose crust ,UNK,UKN1,Nathan Duifhuis,2021-02-28,24hrs,14:03,2.602,5,0,2,6,,13,
bottom,M,2,M02,11:11:00 AM,2021-02-27,Untreated,no,BAT-urchinM02,Crustose Coralline,Corsp23BCcrust,,UKN 1 Fruiticose crust ,UNK,UKN1,Stefanie Duff,2021-03-01,48hrs,16:06,2.602,3,0,2,6,,11,
top,A,10,A10,9:40:00 AM,2021-02-27,Untreated,no,BAT-urchinA10,Crustose Coralline,Corsp7BCcrsut,Corsp7BCcrsut,UKN 2 smooth crust,UNK,UNK2,Brenton Twist,2021-02-28,24hrs,10:07,2.222,2,0,2,12,,16,
top,A,10,A10,9:40:00 AM,2021-02-27,Untreated,no,BAT-urchinA10,Crustose Coralline,Corsp7BCcrsut,Corsp7BCcrsut,UKN 2 smooth crust,UNK,UNK2,Tereno Johson,2021-03-01,48hrs,9:39,2.222,3,0,1,15,,19,
middle,I,2,I02,10:49:00 AM,2021-02-27,Untreated,no,BAT-urchinI02,Crustose Coralline,Corsp7BCcrsut,Corsp7BCcrsut,UKN 2 smooth crust,UNK,UNK2,Tereno Johson,2021-02-28,24hrs,13:02,3.475,1,1,4,12,,18,
middle,I,2,I02,10:49:00 AM,2021-02-27,Untreated,no,BAT-urchinI02,Crustose Coralline,Corsp7BCcrsut,Corsp7BCcrsut,UKN 2 smooth crust,UNK,UNK2,Tereno Johson,2021-03-01,48hrs,14:44,3.475,2,0,1,14,,17,
top,E,12,E12,10:22:00 AM,2021-02-27,Untreated,no,BAT-urchinE12,NA,NA,Lithophyllum sp4,UKN 2 smooth crust,UNK,UNK2,Nathan Duifhuis,2021-02-28,24hrs,11:43,2.128,6,0,1,9,Consider removing- Two species of coralline,16,
top,E,12,E12,10:22:00 AM,2021-02-27,Untreated,no,BAT-urchinE12,NA,NA,Lithophyllum sp4,UKN 2 smooth crust,UNK,UNK2,Jessica Driver,2021-03-01,48hrs,12:52,2.128,6,1,4,6,Consider removing- Two species of coralline,17,
middle,K,8,K08,11:00:00 AM,2021-02-27,Untreated,no,BAT-urchinK08,NA,NA,Lithophyllum sp4,UKN 2 smooth crust,UNK,UNK2,Joel Filgate-McNabb,2021-02-28,24hrs,13:42,1.613,3,4,2,5,Consider removing- Two or more species of coralline,14,
middle,K,8,K08,11:00:00 AM,2021-02-27,Untreated,no,BAT-urchinK08,NA,NA,Lithophyllum sp4,UKN 2 smooth crust,UNK,UNK2,Joel Filgate-McNabb,2021-03-01,48hrs,15:41,1.613,1,7,5,2,Consider removing- Two or more species of coralline,15,
top,C,12,C12,10:08:00 AM,2021-02-27,Untreated,no,BAT-urchinC12,Crustose Coralline,Corsp7BCcrsut,Corsp7BCcrsut,UKN 2 smooth crust,UNK,UNK2,Nathan Duifhuis,2021-02-28,24hrs,13:04,3.372,3,1,3,13,,20,
top,C,12,C12,10:08:00 AM,2021-02-27,Untreated,no,BAT-urchinC12,Crustose Coralline,Corsp7BCcrsut,Corsp7BCcrsut,UKN 2 smooth crust,UNK,UNK2,Tereno Johson,2021-03-01,48hrs,11:00,3.372,4,2,1,12,,19,
bottom,M,11,M11,11:11:00 AM,2021-02-27,Untreated,no,BAT-urchinM11,Crustose Coralline,Corsp7BCcrsut,Corsp7BCcrsut,UKN 2 smooth crust,UNK,UNK2,Brenton Twist,2021-02-28,24hrs,14:25,1.524,4,2,2,8,,16,
bottom,M,11,M11,11:11:00 AM,2021-02-27,Untreated,no,BAT-urchinM11,Crustose Coralline,Corsp7BCcrsut,Corsp7BCcrsut,UKN 2 smooth crust,UNK,UNK2,Tereno Johson,2021-03-01,48hrs,16:27,1.524,5,2,2,9,,18,
top,B,4,B04,9:58:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinB04,Articultae Coralline ,Bossiella schmittii ,,Bossiella schmittii ,Bossiella,Bossi,Nathan Duifhuis,2021-02-28,24hrs,10:30,3.876,4,1,0,11,,16,
top,B,4,B04,9:58:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinB04,Articultae Coralline ,Bossiella schmittii ,,Bossiella schmittii ,Bossiella,Bossi,Brenton Twist,2021-03-01,48hrs,10:13,3.876,5,1,3,7,,16,
top,D,5,D05,10:14:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinD05,Articultae Coralline ,Bossiella schmittii ,,Bossiella schmittii ,Bossiella,Bossi,Joel Filgate-McNabb,2021-02-28,24hrs,11:14,2.861,2,2,1,8,,13,
top,D,5,D05,10:14:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinD05,Articultae Coralline ,Bossiella schmittii ,,Bossiella schmittii ,Bossiella,Bossi,Tereno Johson,2021-03-01,48hrs,11:21,2.861,2,2,1,13,,18,
top,F,1,F01,10:29:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinF01,Articultae Coralline ,Bossiella schmittii ,,Bossiella schmittii ,Bossiella,Bossi,Brenton Twist,2021-02-28,24hrs,11:51,3.5,7,0,4,6,,17,
top,F,1,F01,10:29:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinF01,Articultae Coralline ,Bossiella schmittii ,,Bossiella schmittii ,Bossiella,Bossi,Brenton Twist,2021-03-01,48hrs,13:13,3.5,9,2,1,5,,17,
middle,H,2,H02,10:42:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinH02,Articultae Coralline ,Bossiella schmittii ,,Bossiella schmittii ,Bossiella,Bossi,Tereno Johson,2021-02-28,24hrs,12:47,3.197,1,2,1,16,,20,yes
middle,H,2,H02,10:42:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinH02,Articultae Coralline ,Bossiella schmittii ,,Bossiella schmittii ,Bossiella,Bossi,Will Gartrell,2021-03-01,48hrs,14:29,3.197,5,2,5,7,,19,yes
middle,J,6,J06,10:54:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinJ06,Articultae Coralline ,Bossiella schmittii ,,Bossiella schmittii ,Bossiella,Bossi,Tereno Johson,2021-02-28,24hrs,13:29,5.666,6,2,1,11,,20,
middle,J,6,J06,10:54:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinJ06,Articultae Coralline ,Bossiella schmittii ,,Bossiella schmittii ,Bossiella,Bossi,Brenton Twist,2021-03-01,48hrs,15:16,5.666,10,1,0,7,,18,
middle,L,2,L02,11:04:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinL02,Articultae Coralline ,Bossiella schmittii ,,Bossiella schmittii ,Bossiella,Bossi,Nathan Duifhuis,2021-02-28,24hrs,13:52,4.064,4,0,0,11,,15,yes
middle,L,2,L02,11:04:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinL02,Articultae Coralline ,Bossiella schmittii ,,Bossiella schmittii ,Bossiella,Bossi,Stefanie Duff,2021-03-01,48hrs,15:27,4.064,5,0,2,9,,16,yes
bottom,N,2,N02,11:17:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinN02,Articultae Coralline ,Bossiella schmittii ,,Bossiella schmittii ,Bossiella,Bossi,Brenton Twist,2021-02-28,24hrs,14:35,4.814,7,1,0,7,*1 Squashed on coralline - count at 48 hours,15,
bottom,N,2,N02,11:17:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinN02,Articultae Coralline ,Bossiella schmittii ,,Bossiella schmittii ,Bossiella,Bossi,Brenton Twist,2021-03-01,48hrs,16:33,4.814,7,3,1,6,Added 1 to Jar metamorphose as 1 squashed at 24hrs - original number recored on jar a 48hrs 2,17,
bottom,P,8,P08,11:27:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinP08,Articultae Coralline ,Bossiella schmittii ,,Bossiella schmittii ,Bossiella,Bossi,Brenton Twist,2021-02-28,24hrs,15:24,3.282,0,1,0,17,,18,yes
bottom,P,8,P08,11:27:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinP08,Articultae Coralline ,Bossiella schmittii ,,Bossiella schmittii ,Bossiella,Bossi,Brenton Twist,2021-03-01,48hrs,17:26,3.282,1,4,1,14,,20,yes
top,B,6,B06,9:58:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinB06,Articultae Coralline ,Calliarthron tuberculosum ,,Calliarthron tuberculosum ,Calliarthron,Calli,Tereno Johson,2021-02-28,24hrs,10:33,2.193,2,3,1,12,,18,yes
top,B,6,B06,9:58:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinB06,Articultae Coralline ,Calliarthron tuberculosum ,,Calliarthron tuberculosum ,Calliarthron,Calli,Tereno Johson,2021-03-01,48hrs,10:18,2.193,2,2,0,16,,20,yes
top,D,7,D07,10:14:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinD07,Articultae Coralline ,Calliarthron tuberculosum ,,Calliarthron tuberculosum ,Calliarthron,Calli,Brenton Twist,2021-02-28,24hrs,11:17,3.461,0,0,3,7,only 10 found 10 mins spent searching,10,
top,D,7,D07,10:14:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinD07,Articultae Coralline ,Calliarthron tuberculosum ,,Calliarthron tuberculosum ,Calliarthron,Calli,Tereno Johson,2021-03-01,48hrs,11:35,3.461,2,2,1,11,one juvenile cat 2 on coralline,16,
top,F,6,F06,10:29:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinF06,Articultae Coralline ,Calliarthron tuberculosum ,Calliarthron tuberculosum,Calliarthron tuberculosum ,Calliarthron,Calli,Nathan Duifhuis,2021-02-28,24hrs,11:55,2.75,0,0,1,14,,15,
top,F,6,F06,10:29:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinF06,Articultae Coralline ,Calliarthron tuberculosum ,,Calliarthron tuberculosum ,Calliarthron,Calli,Brenton Twist,2021-03-01,48hrs,13:25,2.75,1,0,0,16,,17,
middle,H,7,H07,10:42:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinH07,Articultae Coralline ,Calliarthron tuberculosum ,,Calliarthron tuberculosum ,Calliarthron,Calli,Joel Filgate-McNabb,2021-02-28,24hrs,12:57,3.44,2,1,1,11,,15,
middle,H,7,H07,10:42:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinH07,Articultae Coralline ,Calliarthron tuberculosum ,,Calliarthron tuberculosum ,Calliarthron,Calli,Brenton Twist,2021-03-01,48hrs,14:39,3.44,4,2,2,7,,15,
middle,J,9,J09,10:54:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinJ09,Articultae Coralline ,Calliarthron tuberculosum ,,Calliarthron tuberculosum ,Calliarthron,Calli,Joel Filgate-McNabb,2021-02-28,24hrs,13:32,3.05,2,0,2,15,,19,yes
middle,J,9,J09,10:54:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinJ09,Articultae Coralline ,Calliarthron tuberculosum ,,Calliarthron tuberculosum ,Calliarthron,Calli,Joel Filgate-McNabb,2021-03-01,48hrs,15:24,3.05,2,1,6,7,1 cat2 on algae,16,yes
middle,L,6,L06,11:04:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinL06,Articultae Coralline ,Calliarthron tuberculosum ,,Calliarthron tuberculosum ,Calliarthron,Calli,Tereno Johson,2021-02-28,24hrs,13:58,2.29,3,1,9,7,,20,yes
middle,L,6,L06,11:04:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinL06,Articultae Coralline ,Calliarthron tuberculosum ,,Calliarthron tuberculosum ,Calliarthron,Calli,Stefanie Duff,2021-03-01,48hrs,15:58,2.29,10,0,2,10,,22,yes
bottom,N,5,N05,11:17:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinN05,Articultae Coralline ,Calliarthron tuberculosum ,,Calliarthron tuberculosum ,Calliarthron,Calli,Danielle Lacasse,2021-02-28,24hrs,14:39,3.198,6,1,0,13,,20,
bottom,N,5,N05,11:17:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinN05,Articultae Coralline ,Calliarthron tuberculosum ,,Calliarthron tuberculosum ,Calliarthron,Calli,Stefanie Duff,2021-03-01,48hrs,16:40,3.198,6,4,6,8,,24,
bottom,P,6,P06,11:27:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinP06,Articultae Coralline ,Calliarthron tuberculosum ,,Calliarthron tuberculosum ,Calliarthron,Calli,Nathan Duifhuis,2021-02-28,24hrs,15:22,3.478,0,3,0,17,,20,
bottom,P,6,P06,11:27:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinP06,Articultae Coralline ,Calliarthron tuberculosum ,,Calliarthron tuberculosum ,Calliarthron,Calli,Tereno Johson,2021-03-01,48hrs,17:25,3.478,3,2,1,14,,20,
top,B,1,B01,9:58:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinB01,Crustose Coralline,Chiharaea americana f. bodegensis,,Chiharaea americana f. bodegensis,Chiharaea,Chihar,Danielle Lacasse,2021-02-28,24hrs,10:19,2.874,0,4,2,7,,13,
top,B,1,B01,9:58:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinB01,Crustose Coralline,Chiharaea americana f. bodegensis,,Chiharaea americana f. bodegensis,Chiharaea,Chihar,Stefanie Duff,2021-03-01,48hrs,10:07,2.874,1,1,0,6,,8,
top,D,9,D09,10:14:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinD09,Crustose Coralline,Chiharaea americana f. bodegensis,,Chiharaea americana f. bodegensis,Chiharaea,Chihar,Danielle Lacasse,2021-02-28,24hrs,11:20,3.1,2,1,0,16,,19,
top,D,9,D09,10:14:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinD09,Crustose Coralline,Chiharaea americana f. bodegensis,,Chiharaea americana f. bodegensis,Chiharaea,Chihar,Tereno Johson,2021-03-01,48hrs,11:45,3.1,2,0,1,14,,17,
top,F,5,F05,10:29:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinF05,Crustose Coralline,Chiharaea americana f. bodegensis,,Chiharaea americana f. bodegensis,Chiharaea,Chihar,Danielle Lacasse,2021-02-28,24hrs,11:54,1.83,4,1,3,9,,17,
top,F,5,F05,10:29:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinF05,Crustose Coralline,Chiharaea americana f. bodegensis,,Chiharaea americana f. bodegensis,Chiharaea,Chihar,Will Gartrell,2021-03-01,48hrs,13:23,1.83,3,1,4,11,,19,
middle,H,5,H05,10:42:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinH05,Crustose Coralline,Chiharaea americana f. bodegensis,,Chiharaea americana f. bodegensis,Chiharaea,Chihar,Nathan Duifhuis,2021-02-28,24hrs,12:53,3.213,6,1,1,11,,19,
middle,H,5,H05,10:42:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinH05,Crustose Coralline,Chiharaea americana f. bodegensis,,Chiharaea americana f. bodegensis,Chiharaea,Chihar,Stefanie Duff,2021-03-01,48hrs,14:33,3.213,10,3,4,5,,22,
middle,J,3,J03,10:54:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinJ03,Crustose Coralline,Chiharaea americana f. bodegensis,,Chiharaea americana f. bodegensis,Chiharaea,Chihar,Joel Filgate-McNabb,2021-02-28,24hrs,13:23,1.892,4,2,1,10,,17,
middle,J,3,J03,10:54:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinJ03,Crustose Coralline,Chiharaea americana f. bodegensis,,Chiharaea americana f. bodegensis,Chiharaea,Chihar,Brenton Twist,2021-03-01,48hrs,15:12,1.892,5,0,0,10,,15,
middle,L,1,L01,11:04:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinL01,Crustose Coralline,Chiharaea americana f. bodegensis,,Chiharaea americana f. bodegensis,Chiharaea,Chihar,Joel Filgate-McNabb,2021-02-28,24hrs,13:51,2.308,2,0,2,10,,14,yes
middle,L,1,L01,11:04:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinL01,Crustose Coralline,Chiharaea americana f. bodegensis,,Chiharaea americana f. bodegensis,Chiharaea,Chihar,Stefanie Duff,2021-03-01,48hrs,15:16,2.308,2,1,5,6,,14,yes
bottom,N,3,N03,11:17:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinN03,Crustose Coralline,Chiharaea americana f. bodegensis,,Chiharaea americana f. bodegensis,Chiharaea,Chihar,Nathan Duifhuis,2021-02-28,24hrs,14:25,2.027,6,0,0,9,,15,yes
bottom,N,3,N03,11:17:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinN03,Crustose Coralline,Chiharaea americana f. bodegensis,,Chiharaea americana f. bodegensis,Chiharaea,Chihar,Tereno Johson,2021-03-01,48hrs,16:36,2.027,3,1,4,12,,20,yes
bottom,P,9,P09,11:27:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinP09,Crustose Coralline,Chiharaea americana f. bodegensis,,Chiharaea americana f. bodegensis,Chiharaea,Chihar,Nathan Duifhuis,2021-02-28,24hrs,15:28,2.077,2,0,0,16,,18,yes
bottom,P,9,P09,11:27:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinP09,Crustose Coralline,Chiharaea americana f. bodegensis,,Chiharaea americana f. bodegensis,Chiharaea,Chihar,Stefanie Duff,2021-03-01,48hrs,17:28,2.077,2,1,3,13,,19,yes
top,B,9,B09,9:58:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinB09,Contol,Control,,Control,Control,Contr2,Danielle Lacasse,2021-02-28,24hrs,10:40,17.01,0,0,5,15,,20,
top,B,9,B09,9:58:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinB09,Contol,Control,,Control,Control,Contr2,Brenton Twist,2021-03-01,48hrs,10:26,17.01,0,0,1,17,,18,
top,D,6,D06,10:14:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinD06,Contol,Control,,Control,Control,Contr2,Tereno Johson,2021-02-28,24hrs,11:16,17.01,0,0,2,18,,20,
top,D,6,D06,10:14:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinD06,Contol,Control,,Control,Control,Contr2,Tereno Johson,2021-03-01,48hrs,11:30,17.01,0,0,0,19,,19,
top,F,3,F03,10:29:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinF03,Contol,Control,,Control,Control,Contr2,Nathan Duifhuis,2021-02-28,24hrs,11:49,15.399,0,0,1,16,,17,
top,F,3,F03,10:29:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinF03,Contol,Control,,Control,Control,Contr2,Jessica Driver,2021-03-01,48hrs,13:18,15.399,0,0,2,18,,20,
