Urchin_metamorphosis.csv,Block,Number,Jar,Start_time,Start_date,Type,Treated_species,Species_gen_code,Cor_type,Species_genetic_only,Species_genetic,Morpho_species,Genus,Species_code,Recorder,Date,Time_period,Time,Coralline_area,Meta_coralline,Meta_jar,Meta_undergoing,Free_swimming,Notes,Total_urchins,Swabbing
middle,H,4,H04,10:42:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinH04,Contol,Control,,Control,Control,Contr2,Joel Filgate-McNabb,2021-02-28,24hrs,12:52,16.347,0,0,0,17,,17,
middle,H,4,H04,10:42:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinH04,Contol,Control,,Control,Control,Contr2,Joel Filgate-McNabb,2021-03-01,48hrs,14:30,16.347,0,0,6,13,,19,
middle,J,4,J04,10:54:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinJ04,Contol,Control,,Control,Control,Contr2,Nathan Duifhuis,2021-02-28,24hrs,13:27,15.809,0,0,0,17,,17,
middle,J,4,J04,10:54:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinJ04,Contol,Control,,Control,Control,Contr2,Tereno Johson,2021-03-01,48hrs,15:13,15.809,0,0,0,19,,19,
middle,L,7,L07,11:04:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinL07,Contol,Control,,Control,Control,Contr2,Nathan Duifhuis,2021-02-28,24hrs,13:57,16.46,0,0,0,18,,18,
middle,L,7,L07,11:04:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinL07,Contol,Control,,Control,Control,Contr2,Joel Filgate-McNabb,2021-03-01,48hrs,15:57,16.46,0,0,0,20,,20,
bottom,N,4,N04,11:17:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinN04,Contol,Control,,Control,Control,Contr2,Tereno Johson,2021-02-28,24hrs,14:39,16.46,0,0,2,18,,20,
bottom,N,4,N04,11:17:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinN04,Contol,Control,,Control,Control,Contr2,Joel Filgate-McNabb,2021-03-01,48hrs,16:37,16.46,0,0,13,6,,19,
bottom,P,4,P04,11:27:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinP04,Contol,Control,,Control,Control,Contr2,Brenton Twist,2021-02-28,24hrs,15:20,16.46,0,1,1,15,,17,
bottom,P,4,P04,11:27:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinP04,Contol,Control,,Control,Control,Contr2,Brenton Twist,2021-03-01,48hrs,17:19,16.46,0,2,1,14,,17,
top,B,2,B02,9:58:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinB02,Crustose Coralline,Crusticorallina painei,Crusticorallina painei,Crusticorallina sp1,Crusticorallina,Crust1,Brenton Twist,2021-02-28,24hrs,10:02,2.866,0,2,4,12,one cat 1 on coralline,18,
top,B,2,B02,9:58:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinB02,Crustose Coralline,Crusticorallina painei,Crusticorallina painei,Crusticorallina sp1,Crusticorallina,Crust1,Brenton Twist,2021-03-01,48hrs,10:06,2.866,0,3,2,8,Can't find anymore,13,
top,F,8,F08,10:29:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinF08,Crustose Coralline,Crusticorallina painei,Crusticorallina painei,Crusticorallina sp1,Crusticorallina,Crust1,Tereno Johson,2021-02-28,24hrs,12:00,2.575,5,5,0,10,,20,yes
top,F,8,F08,10:29:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinF08,Crustose Coralline,Crusticorallina painei,Crusticorallina painei,Crusticorallina sp1,Crusticorallina,Crust1,Brenton Twist,2021-03-01,48hrs,13:30,2.575,4,5,2,8,,19,yes
bottom,P,3,P03,11:27:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinP03,Crustose Coralline,Crusticorallina painei,Crusticorallina painei,Crusticorallina sp1,Crusticorallina,Crust1,Danielle Lacasse,2021-02-28,24hrs,15:19,3.769,2,3,3,9,,17,
bottom,P,3,P03,11:27:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinP03,Crustose Coralline,Crusticorallina painei,Crusticorallina painei,Crusticorallina sp1,Crusticorallina,Crust1,Tereno Johson,2021-03-01,48hrs,17:18,3.769,0,12,4,2,,18,
top,D,4,D04,10:14:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinD04,Crustose Coralline,Crusticorallina painei,,Crusticorallina sp1,Crusticorallina,Crust1,Danielle Lacasse,2021-02-28,24hrs,11:13,2.671,0,5,3,3,,11,yes
top,D,4,D04,10:14:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinD04,Crustose Coralline,Crusticorallina painei,,Crusticorallina sp1,Crusticorallina,Crust1,Brenton Twist,2021-03-01,48hrs,11:18,2.671,2,7,7,1,,17,yes
middle,H,8,H08,10:42:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinH08,Crustose Coralline,Crusticorallina painei,,Crusticorallina sp1,Crusticorallina,Crust1,Brenton Twist,2021-02-28,24hrs,12:58,3.38,3,1,3,5,only 12 found 10 mins spent searching,12,yes
middle,H,8,H08,10:42:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinH08,Crustose Coralline,Crusticorallina painei,,Crusticorallina sp1,Crusticorallina,Crust1,Joel Filgate-McNabb,2021-03-01,48hrs,14:39,3.38,5,2,2,5,,14,yes
middle,J,2,J02,10:54:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinJ02,Crustose Coralline,Crusticorallina painei,,Crusticorallina sp1,Crusticorallina,Crust1,Danielle Lacasse,2021-02-28,24hrs,13:21,1.786,5,1,1,10,,17,
middle,J,2,J02,10:54:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinJ02,Crustose Coralline,Crusticorallina painei,,Crusticorallina sp1,Crusticorallina,Crust1,Joel Filgate-McNabb,2021-03-01,48hrs,15:09,1.786,6,1,13,1,,21,
middle,L,4,L04,11:04:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinL04,Crustose Coralline,Crusticorallina painei,,Crusticorallina sp1,Crusticorallina,Crust1,Joel Filgate-McNabb,2021-02-28,24hrs,13:57,2.063,1,1,2,13,,17,
middle,L,4,L04,11:04:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinL04,Crustose Coralline,Crusticorallina painei,,Crusticorallina sp1,Crusticorallina,Crust1,Stefanie Duff,2021-03-01,48hrs,15:34,2.063,4,4,4,12,,24,
bottom,N,8,N08,11:17:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinN08,Crustose Coralline,Crusticorallina painei,Crusticorallina painei,Crusticorallina sp1,Crusticorallina,Crust1,Brenton Twist,2021-02-28,24hrs,14:50,2.494,4,0,3,10,,17,
bottom,N,8,N08,11:17:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinN08,Crustose Coralline,Crusticorallina painei,Crusticorallina painei,Crusticorallina sp1,Crusticorallina,Crust1,Joel Filgate-McNabb,2021-03-01,48hrs,16:45,2.494,6,0,11,2,,19,
top,B,3,B03,9:58:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinB03,Crustose Coralline,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,Lithophyllum sp1,Lithophyllum ,Lithoph1,Tereno Johson,2021-02-28,24hrs,10:22,3.896,3,3,0,13,,19,
top,B,3,B03,9:58:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinB03,Crustose Coralline,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,Lithophyllum sp1,Lithophyllum ,Lithoph1,Tereno Johson,2021-03-01,48hrs,10:12,3.896,0,1,1,17,,19,
bottom,P,1,P01,11:27:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinP01,Crustose Coralline,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,Lithophyllum sp1,Lithophyllum ,Lithoph1,Tereno Johson,2021-02-28,24hrs,15:13,3.175,0,1,3,14,,18,
bottom,P,1,P01,11:27:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinP01,Crustose Coralline,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,Lithophyllum sp1,Lithophyllum ,Lithoph1,Brenton Twist,2021-03-01,48hrs,17:13,3.175,1,0,0,17,,18,
top,D,2,D02,10:14:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinD02,Crustose Coralline,Lithophyllum Corsp4BC,Lithophyllum Corsp4BC,Lithophyllum sp1,Lithophyllum ,Lithoph1,Brenton Twist,2021-02-28,24hrs,11:11,2.144,0,0,1,15,,16,yes
top,D,2,D02,10:14:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinD02,Crustose Coralline,Lithophyllum Corsp4BC,Lithophyllum Corsp4BC,Lithophyllum sp1,Lithophyllum ,Lithoph1,Brenton Twist,2021-03-01,48hrs,11:13,2.144,0,0,1,15,,16,yes
top,F,2,F02,10:29:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinF02,Crustose Coralline,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,Lithophyllum sp1,Lithophyllum ,Lithoph1,Danielle Lacasse,2021-02-28,24hrs,11:48,3.183,1,1,1,15,,18,yes
top,F,2,F02,10:29:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinF02,Crustose Coralline,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,Lithophyllum sp1,Lithophyllum ,Lithoph1,Jessica Driver,2021-03-01,48hrs,13:14,3.183,1,1,1,17,,20,yes
middle,H,1,H01,10:42:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinH01,Crustose Coralline,Lithophyllum sp4,Lithophyllum sp4,Lithophyllum sp1,Lithophyllum ,Lithoph1,Joel Filgate-McNabb,2021-02-28,24hrs,12:48,2.276,1,3,0,15,1 cat1 on algae,19,
middle,H,1,H01,10:42:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinH01,Crustose Coralline,Lithophyllum sp4,Lithophyllum sp4,Lithophyllum sp1,Lithophyllum ,Lithoph1,Joel Filgate-McNabb,2021-03-01,48hrs,14:23,2.276,1,2,2,13,,18,
middle,J,5,J05,10:54:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinJ05,Crustose Coralline,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,Lithophyllum sp1,Lithophyllum ,Lithoph1,Joel Filgate-McNabb,2021-02-28,24hrs,13:27,2.517,1,3,0,15,,19,
middle,J,5,J05,10:54:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinJ05,Crustose Coralline,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,Lithophyllum sp1,Lithophyllum ,Lithoph1,Joel Filgate-McNabb,2021-03-01,48hrs,15:16,2.517,0,2,5,8,1 cat1 on algae,15,
middle,L,5,L05,11:04:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinL05,Crustose Coralline,NA,,Lithophyllum sp1,Lithophyllum ,Lithoph1,Brenton Twist,2021-02-28,24hrs,13:57,1.577,0,1,0,16,,17,
middle,L,5,L05,11:04:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinL05,Crustose Coralline,NA,,Lithophyllum sp1,Lithophyllum ,Lithoph1,Tereno Johson,2021-03-01,48hrs,15:55,1.577,0,2,1,17,,20,
bottom,N,1,N01,11:17:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinN01,Crustose Coralline,Lithophyllum Corsp4BC,Lithophyllum Corsp4BC,Lithophyllum sp1,Lithophyllum ,Lithoph1,Brenton Twist,2021-02-28,24hrs,14:31,2.851,4,0,1,16,,21,yes
bottom,N,1,N01,11:17:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinN01,Crustose Coralline,Lithophyllum Corsp4BC,Lithophyllum Corsp4BC,Lithophyllum sp1,Lithophyllum ,Lithoph1,Tereno Johson,2021-03-01,48hrs,16:32,2.851,4,0,2,14,,20,yes
bottom,P,5,P05,11:27:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinP05,Crustose Coralline,Lithophyllum Corsp4BC,Lithophyllum Corsp4BC,Lithophyllum sp2,Lithophyllum ,Lithoph2,Tereno Johson,2021-02-28,24hrs,15:22,2.994,4,3,5,8,,20,
bottom,P,5,P05,11:27:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinP05,Crustose Coralline,Lithophyllum Corsp4BC,Lithophyllum Corsp4BC,Lithophyllum sp2,Lithophyllum ,Lithoph2,Joel Filgate-McNabb,2021-03-01,48hrs,17:21,2.994,3,4,9,2,,18,
top,D,1,D01,10:14:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinD01,Crustose Coralline,Lithophyllum sp4,Lithophyllum sp4,Lithophyllum sp2,Lithophyllum ,Lithoph2,Tereno Johson,2021-02-28,24hrs,11:09,2.203,0,0,6,12,,18,
top,D,1,D01,10:14:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinD01,Crustose Coralline,Lithophyllum sp4,Lithophyllum sp4,Lithophyllum sp2,Lithophyllum ,Lithoph2,Tereno Johson,2021-03-01,48hrs,11:08,2.203,1,0,4,12,,17,
top,B,8,B08,9:58:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinB08,Crustose Coralline,NA,,Lithophyllum sp2,Lithophyllum ,Lithoph2,Brenton Twist,2021-02-28,24hrs,10:37,3.84,0,4,2,8,only 14 found 10 mins spent searching,14,yes
top,B,8,B08,9:58:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinB08,Crustose Coralline,NA,,Lithophyllum sp2,Lithophyllum ,Lithoph2,Stefanie Duff,2021-03-01,48hrs,10:22,3.84,0,3,2,11,,16,yes
top,F,7,F07,10:29:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinF07,Crustose Coralline,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,Lithophyllum sp2,Lithophyllum ,Lithoph2,Joel Filgate-McNabb,2021-02-28,24hrs,11:56,4.085,0,0,0,16,,16,
top,F,7,F07,10:29:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinF07,Crustose Coralline,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,Lithophyllum sp2,Lithophyllum ,Lithoph2,Jessica Driver,2021-03-01,48hrs,13:28,4.085,3,2,3,13,,21,
middle,H,3,H03,10:42:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinH03,NA,NA,Lithophyllum Corsp27BC,Lithophyllum sp2,Lithophyllum ,Lithoph2,Brenton Twist,2021-02-28,24hrs,12:48,2.245,2,2,0,10,only 14 found 10 mins spent searching,14,
middle,H,3,H03,10:42:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinH03,NA,NA,Lithophyllum Corsp27BC,Lithophyllum sp2,Lithophyllum ,Lithoph2,Brenton Twist,2021-03-01,48hrs,14:31,2.245,2,2,0,11,Two species of coralline,15,
middle,J,7,J07,10:54:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinJ07,Crustose Coralline,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,Lithophyllum sp2,Lithophyllum ,Lithoph2,Brenton Twist,2021-02-28,24hrs,13:30,2.642,2,0,1,14,,17,yes
middle,J,7,J07,10:54:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinJ07,Crustose Coralline,Lithophyllum Corsp27BC,Lithophyllum Corsp27BC,Lithophyllum sp2,Lithophyllum ,Lithoph2,Tereno Johson,2021-03-01,48hrs,15:19,2.642,2,1,1,15,,19,yes
middle,L,9,L09,11:04:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinL09,Crustose Coralline,NA,,Lithophyllum sp2,Lithophyllum ,Lithoph2,Danielle Lacasse,2021-02-28,24hrs,14:02,2.074,2,1,1,12,,16,yes
middle,L,9,L09,11:04:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinL09,Crustose Coralline,NA,,Lithophyllum sp2,Lithophyllum ,Lithoph2,Tereno Johson,2021-03-01,48hrs,16:02,2.074,2,1,3,13,,19,yes
bottom,N,6,N06,11:17:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinN06,Crustose Coralline,NA,,Lithophyllum sp2,Lithophyllum ,Lithoph2,Nathan Duifhuis,2021-02-28,24hrs,14:37,5.287,1,1,3,9,,14,
bottom,N,6,N06,11:17:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinN06,Crustose Coralline,NA,,Lithophyllum sp2,Lithophyllum ,Lithoph2,Brenton Twist,2021-03-01,48hrs,16:40,5.287,0,5,0,10,,15,
top,D,8,D08,10:14:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinD08,Crustose Coralline,Lithothamnion glaciale,,Lithothamnion sp1,Lithothamnion,Lithoth,Joel Filgate-McNabb,2021-02-28,24hrs,11:20,2.408,9,1,1,10,"1 cat2 on algae, 1 cat1 on algae",21,
top,D,8,D08,10:14:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinD08,Crustose Coralline,Lithothamnion glaciale,,Lithothamnion sp1,Lithothamnion,Lithoth,Brenton Twist,2021-03-01,48hrs,11:44,2.408,10,4,3,3,Coralline found upside down - another smooth crust on side,20,
bottom,N,9,N09,11:17:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinN09,Crustose Coralline,Lithothamnion glaciale,,Lithothamnion sp1,Lithothamnion,Lithoth,Danielle Lacasse,2021-02-28,24hrs,14:48,3.048,11,0,0,9,,20,
bottom,N,9,N09,11:17:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinN09,Crustose Coralline,Lithothamnion glaciale,,Lithothamnion sp1,Lithothamnion,Lithoth,Brenton Twist,2021-03-01,48hrs,16:46,3.048,8,2,0,10,different crust in corner,20,
top,F,9,F09,10:29:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinF09,Crustose Coralline,Lithothamnion glaciale,Lithothamnion glaciale,Lithothamnion sp1,Lithothamnion,Lithoth,Brenton Twist,2021-02-28,24hrs,12:00,3.421,1,0,0,16,,17,
top,F,9,F09,10:29:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinF09,Crustose Coralline,Lithothamnion glaciale,Lithothamnion glaciale,Lithothamnion sp1,Lithothamnion,Lithoth,Jessica Driver,2021-03-01,48hrs,13:34,3.421,1,0,0,18,,19,
top,B,5,B05,9:58:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinB05,Crustose Coralline,Lithothamnion glaciale,,Lithothamnion sp1,Lithothamnion,Lithoth,Joel Filgate-McNabb,2021-02-28,24hrs,10:30,2.522,2,0,0,12,,14,
top,B,5,B05,9:58:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinB05,Crustose Coralline,Lithothamnion glaciale,,Lithothamnion sp1,Lithothamnion,Lithoth,Stefanie Duff,2021-03-01,48hrs,10:16,2.522,10,0,0,6,,16,
middle,H,6,H06,10:42:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinH06,Crustose Coralline,Lithothamnion glaciale,,Lithothamnion sp1,Lithothamnion,Lithoth,Tereno Johson,2021-02-28,24hrs,12:55,2.496,6,3,1,10,,20,
middle,H,6,H06,10:42:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinH06,Crustose Coralline,Lithothamnion glaciale,,Lithothamnion sp1,Lithothamnion,Lithoth,Tereno Johson,2021-03-01,48hrs,14:33,2.496,7,3,0,11,,21,
middle,J,1,J01,10:54:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinJ01,Crustose Coralline,Lithothamnion glaciale,,Lithothamnion sp1,Lithothamnion,Lithoth,Tereno Johson,2021-02-28,24hrs,13:22,2.251,3,1,1,15,,20,yes
middle,J,1,J01,10:54:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinJ01,Crustose Coralline,Lithothamnion glaciale,,Lithothamnion sp1,Lithothamnion,Lithoth,Tereno Johson,2021-03-01,48hrs,15:06,2.251,4,1,1,14,,20,yes
middle,L,3,L03,11:04:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinL03,Crustose Coralline,Lithothamnion glaciale,,Lithothamnion sp1,Lithothamnion,Lithoth,Danielle Lacasse,2021-02-28,24hrs,13:54,2.304,5,1,2,8,,16,yes
middle,L,3,L03,11:04:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinL03,Crustose Coralline,Lithothamnion glaciale,,Lithothamnion sp1,Lithothamnion,Lithoth,Stefanie Duff,2021-03-01,48hrs,15:48,2.304,6,4,1,5,,16,yes
bottom,P,7,P07,11:27:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinP07,Crustose Coralline,Lithothamnion glaciale,,Lithothamnion sp1,Lithothamnion,Lithoth,Danielle Lacasse,2021-02-28,24hrs,15:29,2.06,1,0,0,15,,16,yes
bottom,P,7,P07,11:27:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinP07,Crustose Coralline,Lithothamnion glaciale,,Lithothamnion sp1,Lithothamnion,Lithoth,Joel Filgate-McNabb,2021-03-01,48hrs,17:25,2.06,0,1,14,1,,16,yes
middle,J,8,J08,10:54:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinJ08,Crustose Coralline,Lithothamnion glaciale,Lithothamnion glaciale,Lumpy/Warty Lithothamnion like sp2,Lithothamnion,Lumpy-Lithoth,Danielle Lacasse,2021-02-28,24hrs,13:32,2.403,7,0,4,7,,18,
middle,J,8,J08,10:54:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinJ08,Crustose Coralline,Lithothamnion glaciale,Lithothamnion glaciale,Lumpy/Warty Lithothamnion like sp2,Lithothamnion,Lumpy-Lithoth,Brenton Twist,2021-03-01,48hrs,15:22,2.403,10,1,1,5,,17,
middle,L,8,L08,11:04:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinL08,Crustose Coralline,Lithothamnion glaciale,Lithothamnion glaciale,Lumpy/Warty Lithothamnion like sp2,Lithothamnion,Lumpy-Lithoth,Joel Filgate-McNabb,2021-02-28,24hrs,14:01,1.509,0,1,1,17,,19,
middle,L,8,L08,11:04:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinL08,Crustose Coralline,Lithothamnion glaciale,Lithothamnion glaciale,Lumpy/Warty Lithothamnion like sp2,Lithothamnion,Lumpy-Lithoth,Brenton Twist,2021-03-01,48hrs,15:59,1.509,0,1,0,18,,19,
bottom,P,2,P02,11:27:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinP02,Crustose Coralline,Lithothamnion glaciale,Lithothamnion glaciale,Lumpy/Warty Lithothamnion like sp2,Lithothamnion,Lumpy-Lithoth,Nathan Duifhuis,2021-02-28,24hrs,15:16,3.27,1,0,0,16,,17,
bottom,P,2,P02,11:27:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinP02,Crustose Coralline,Lithothamnion glaciale,Lithothamnion glaciale,Lumpy/Warty Lithothamnion like sp2,Lithothamnion,Lumpy-Lithoth,Stefanie Duff,2021-03-01,48hrs,17:18,3.27,1,0,1,13,,15,
top,B,7,B07,9:58:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinB07,Crustose Coralline,Lithothamnion glaciale,,Lumpy/Warty Lithothamnion like sp2,Lithothamnion,Lumpy-Lithoth,Danielle Lacasse,2021-02-28,24hrs,10:33,3.223,2,0,1,14,,17,yes
top,B,7,B07,9:58:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinB07,Crustose Coralline,Lithothamnion glaciale,,Lumpy/Warty Lithothamnion like sp2,Lithothamnion,Lumpy-Lithoth,Brenton Twist,2021-03-01,48hrs,10:20,3.223,2,2,2,11,,17,yes
top,D,3,D03,10:14:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinD03,Crustose Coralline,Lithothamnion glaciale,,Lumpy/Warty Lithothamnion like sp2,Lithothamnion,Lumpy-Lithoth,Nathan Duifhuis,2021-02-28,24hrs,11:13,3.634,2,0,0,17,,19,yes
top,D,3,D03,10:14:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinD03,Crustose Coralline,Lithothamnion glaciale,,Lumpy/Warty Lithothamnion like sp2,Lithothamnion,Lumpy-Lithoth,Tereno Johson,2021-03-01,48hrs,11:14,3.634,2,2,2,12,,18,yes
top,F,4,F04,10:29:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinF04,Crustose Coralline,Lithothamnion glaciale,Lithothamnion glaciale,Lumpy/Warty Lithothamnion like sp2,Lithothamnion,Lumpy-Lithoth,Tereno Johson,2021-02-28,24hrs,11:51,2.908,4,0,1,13,,18,
top,F,4,F04,10:29:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinF04,Crustose Coralline,Lithothamnion glaciale,Lithothamnion glaciale,Lumpy/Warty Lithothamnion like sp2,Lithothamnion,Lumpy-Lithoth,Jessica Driver,2021-03-01,48hrs,13:24,2.908,4,0,4,11,1 Mortality,19,
middle,H,9,H09,10:42:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinH09,Crustose Coralline,Lithothamnion glaciale,,Lumpy/Warty Lithothamnion like sp2,Lithothamnion,Lumpy-Lithoth,Danielle Lacasse,2021-02-28,24hrs,12:59,3.318,4,0,2,9,,15,
middle,H,9,H09,10:42:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinH09,Crustose Coralline,Lithothamnion glaciale,,Lumpy/Warty Lithothamnion like sp2,Lithothamnion,Lumpy-Lithoth,Tereno Johson,2021-03-01,48hrs,14:39,3.318,6,0,0,14,,20,
bottom,N,7,N07,11:17:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinN07,Crustose Coralline,Lithothamnion glaciale,,Lumpy/Warty Lithothamnion like sp2,Lithothamnion,Lumpy-Lithoth,Tereno Johson,2021-02-28,24hrs,14:45,1.844,4,2,0,10,,16,yes
bottom,N,7,N07,11:17:00 AM,2021-02-27,Antibiotic,yes,BAT-urchinN07,Crustose Coralline,Lithothamnion glaciale,,Lumpy/Warty Lithothamnion like sp2,Lithothamnion,Lumpy-Lithoth,Tereno Johson,2021-03-01,48hrs,16:42,1.844,4,2,3,11,,20,yes
